Хичээлийн_дугаар,Хичээлийн_индекс,Монгол_нэр,Англи_нэр,Харьяалах_бүтцийн_дугаар,Харьяалах_бүтэц,Харьяалах_тэнхим_дугаар,Харьяалах_тэнхим,Сургалтын_түвшин,Орох_улирал,Тодорхойлсон_огноо,Багц_цаг
de7fa0b3a94b60d0008cb5a7939d9ef9,ENMO202,Англи хэлний үгзүй-1,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
3227549fc4d7b0b942317fd2f640160d,ENMO202,Англи хэлний үгзүй-2,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,1
5429ee7f1bb3ae94e7042acad2375136,ENSY212,Англи хэлний өгүүлбэрзүй-1,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
33a84c00e939cc5bc0ced0b8b246ab3e,ENSY212,Англи хэлний өгүүлбэрзүй-2,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,1
9407be1bd4c5f4d01dd9b1a971290160,CHIP202,Хүүхдийн сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
04781d233bb1aa1e65ead1422900fdbc,MESC202,Хүүхдийг судлах арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
011544c4247765ffcfc0d3473a3f35a2,ORPS202,Байгууллагын сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
d71b5bc5076243ac22b8e30d988b67ae,POPS202,Байгууллагын сэтгэл судлалын практик,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
e76576f0906df4e46991bcad3dd7ed61,DEVE213,Хөгжлийн сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
3a695fc89fffd769dcec3a8872d2bb2d,COGP213,Когнитив сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
a43a5e910e527532ea4a0bd21f3cc497,PERP213,Бие хүний сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
0522f0f077611617c09c361e91503db9,SOCP213,Нийгмийн сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
de4ae1f4f810873e3b18b2f942b45795,PSCO213,Харилцааны сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
303807c0c0db7db426d7b6d2081a276f,EXPP213,Туршилтын сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
7a51ab267b24f5353eafcab51fbb5bdc,PRME212,Сэтгэл судлалын судалгааны арга I,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
5b2afc07f58d13c0203bc1df693d7017,PRME212,Сэтгэл судлалын судалгааны арга II,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
b496ec6fe0e41e4901e4a8345656a8c1,PCDI213,Сэтгэц оношилгоо,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
4461853cc6a73bc75d45fe1ea6e8ee6c,RMPW212,Төсөлт ажил-1 (Судалгааны арга зүй),123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
8f09bb4a3056250384a32cb6de23ba0d,PRWK211,Төсөлт ажил-2,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,1
c5e0299714bda49d29f444c4ac527453,PRWK211,Төсөлт ажил-3,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,1
5f62e80430001cc8f6e5f7fa220b740d,VOLU212,Сайн дурын ажил,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
b66974d1cb6b6a61dc2d659ff795410d,SPSD213,Сургуулийн сэтгэл зүйн алба,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
c84cb4b5c23ac35411414b9300dd323c,PCOT212,"Сэтгэл зүйн зөвлөгөө, засал I",123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
8c8b4ac8a579c8bea7c977fe96d65983,PSCT213,"Сэтгэл зүйн зөвлөгөө, засал II",123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
c832b63f097faf197cdb1f16f78c89bb,PSPH212,Сэтгэц физиологи,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
6427fdbd7541416f337f075cd52b402e,KEPS213,Боловсролын сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
0ef644ca96bcf38f67ca50539166e27e,MTEP212,Сэтгэл судлал заах арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
d1cb4bd2c18fe96d6f82f7b60d4aa0a0,CIPS212,Клиникийн сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
8223e782ca05476736bf32c5274242de,FAPS213,Гэр бүлийн сэтгл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
428412187c14a062fb1f627001a38790,DIPS213,Ялгаварт сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
ac42ecfd161f5196339dcae1a1fb83e3,SPPS213,Тусгай сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
c95329a9f0de6c4c188e761fc2bcb91e,MANP212,Удирдлагын сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
d5b6b70d699632863dc8f80e1648dcff,PSPY212,Улс төрийн сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
550a339e477f57d149a2dc62ea703bea,KLPS212,Хуулийн сэтгэл судлал,Legal psychology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f82e0b0c45c7babe84db897066335590,SPOP212,Спортын сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f9ac72d331adc4ee35df9dc97761c61e,ETPS212,Угсаатны сэтгэл судлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
ffec991bf0f35f7e7688cf0d39c9f9f4,RUSH233,"Анхан шатны орос хэлний унших, бичих дадал*",Elementary reading and writing of Russian,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,2
513622713be8b84fd8d5b783f6fc82b5,RUSH234,Дунд шатны орос хэлний хэл зүй ,Intermediate Russian grammar,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
42c089a7e6899fe52a40bbbf7148e4e2,RUSH236,"Дунд шатны орос хэлний унших, бичих дадал I",Intermediate reading and writing of Russian I ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
c7f66351c012165813d0b478effab44d,ICSI621,Хиймэл оюун ба машин сургалт,Artificial intelligence and machine learning,96b1402f186af59414e2c686d8672908,"Мэдээллийн технологи, электроникийн сургууль",71c9fc47d49e39f870df6cd4b4114ede,"Мэдээлэл, компьютерийн ухааны тэнхим",Магистр,Намрын улирал,2023,3
092cb2cdeefc8741fd846537bcf23044,RUSH320,"Ахисан дунд шатны орос хэлний ярих, сонсох дадал",Upper intermediate listening and speaking of Russian,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
73551d91f9caef395e7878a758b3b040,RULI325,Орос хэлний үгийн сан судлал,Russian Lexicology,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
4bb9b27e427755a85d3e46ba97619f06,REDU300,"Орос хэл заах онол, арга зүй",Teaching Methods of Russian Language,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
9800d02812911707fe048d72a9bef32a,RUSH440,Дээд шатны орос хэлний ярианы хэл,Higher intermediate spoken Russian,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
b47b84be1e32ada197b34168a7c88052,RUSH441,Дээд шатны орос хэлний бичгийн хэл,Higher intermediate written Russian,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
530bed81e8e846e910fd06b1443f083d,RUSH230,Орос хэлний авиазүй,Russian phonetics,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
2f861ba9e11c7e15810214b1d17c4802,RULI326,Орос хэлний өгүүлбэр зүй ,Russian syntax ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
41c7e4d85d0493d12136d46fd81058bd,RULI340,Орос хэлний найруулга зүй,Russian stylistics,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,2e5a22ad1a6bdea6713db3f508f40a39,Европ судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
27669aadf5d036101d848837446edd3f,CHIN200,Анхан шатны хятад хэлний унших дадал,Intermediate Chinese reading,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
6a5786dfbaaebbc3e92329baab4b4c08,CHIN201,Анхан шатны хятад хэлний бичих дадал,Elementary Chinese speaking and listening,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
f1b325ca803c9e81662f52cfd88dabbe,CHIN202,Анхан шатны хятад хэлний ярих сонсох дадал ,Elementary Chinese speaking and listening,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
7552a46d8f96ffdb617cafc8b5849fec,CHIN203,Дунд шатны хятад хэлний унших бичих дадал 1,Intermediate Chinese reading and writing I,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
b41b72cb176c62f458414fca1cc9183a,CHIN205,Дунд шатны хятад хэлний ярих сонсох дадал 1,Intermediate Chinese speaking and listening I,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
3dbf996cda195acfa83b7f12ca698ae0,CHIN445,Хятад хэлний эрх зүйн орчуулга,Legal translation,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
3aab3d6ff7ff48ac335703d9125ad2a7,CHIN442,Хятад хэлний хэлмэрчлэхүй,Language interpretation of Chinese language ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
2c1d028821a059875f8a05ce689c75c5,CHIN231,Хятадын түүх,History of China,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
435e4945fd4bab116b5832b5a13c10eb,CHIN434,"Хятадын улс төр, гадаад харилцаа",China's politics and foreign relations,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
530d60431d81fb70f74ecb9c91b658c2,CHIN433,"Хятадын нийгэм, соёл",Chinese society and culture,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
b31d6f39e5d5dc13ca4a3bcc809a3dcc,CHIN423,Хятад хэлний өгүүлбэрзүй,Chinese syntax,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
c8651789d418118b810c58696ae5ac18,CHIN422,Хятад хэлний үгийн сан судлал,Chinese vocabulary study,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
419348705183d1c2215cbff57669cc36,KVOC232,Мэргэжлийн сургалтын арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
8ec5325104e6c8053622fe4c9e1ad57a,KEQM232,Тэгш хамруулах арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
5921c3ce65d4bb3a937371d88ea2d053,KMPR232,Математик программчлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
b2f3b715acd41d1395a16a45016af628,SCHG213,Сургуулийн геометр,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
091079d1b3a9ba6ebd800051147f6010,FIEL310,Хээрийн дадлага (Бүс нутгийн),Field work (regional planning),b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,c97e4a03ddf1d530427110a71cf20b2e,Газарзүйн тэнхим,Бакалавр,Хаврын улирал,2023,2
35850f0af0027e582a418ab9e9298a9c,KSCM303,Сургуулийн математик I,School Mathematics I,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
41ccd991e61f6d4e3ae984f745dff682,KSMA303,Сургуулийн математик II,School Mathematics II,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
1048a84ef9030234749a0b1da2932cd7,SMAT302,Стандарт бус бодлого бодох арга зүй,Non Standard Problem Solving Methodology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
807a284ada14944ff3095585658a03ae,PLIN213,Хавтгайн хувиргалт,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
98b4531d8d2ce02b2aa2547e77c0fbfc,THTR213,Хувиргалтын онол,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
d3205d8cbe0734795e252aada48f23a8,FIEL211,Хээрийн дадлага (Байрзүйн үндэстэй зурагзүй),Field Study (Cartography based on topography),b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,c97e4a03ddf1d530427110a71cf20b2e,Газарзүйн тэнхим,Бакалавр,Улирал харгалзахгүй,2023,1
66ab2607003b903c9c09974584817b04,MRKG314,Сурталчилгааны дизайн,Advertising design,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,692bdebe0c47cb57db00458e00bd1fab,Маркетинг худалдааны тэнхим,Бакалавр,Хаврын улирал,2023,3
2768b02a04a9e0973f738c06ccd424da,FIEL212,Хээрийн дадлага (Бэлчээрийн төлөвлөлт),-,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,c97e4a03ddf1d530427110a71cf20b2e,Газарзүйн тэнхим,Бакалавр,Хаврын улирал,2023,1
cbd427279823bcdf79de7af863c4f69a,JAPN200,Анхан шатны япон хэлний хэл зүй ,Elementary Japanese grammar ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
6681e99a8107c37b2a89c913244527a9,JAPN201,Анхан шатны япон хэлний унших бичих дадал ,Elementary Japanese reading and writing ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
1efe3f93c5946a59edbdb0444bc4a463,JAPN202,Анхан шатны япон хэлний ярих сонсох дадал  ,Beginner Japanese speaking and listening ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
a4c0d34e173fd0b41a2232fcad6c9fc1,JAPN203,Дунд шатны япон хэлний хэл зүй ,Intermediate Japanese grammar ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
f72fb39c42cbb54ef997abf19a4af292,JAPN204,Дунд шатны япон хэлний унших бичих дадал 1,Intermediate Japanese reading and writing I,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
f1c10a243994461f1e1cdd6d661b05d6,JAPN205,Дунд шатны япон хэлний ярих сонсох дадал 1,Intermediate Japanese speaking and listening I,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
97388f939a25aa3982d259411d298b00,JAPN422,Дээд шатны япон хэлний бичгийн хэл,Advanced Japanese writing,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Улирал харгалзахгүй,2023,3
d768d7e09a6f9ff4146a1659635cf304,JAPN351,Япон хэлний утга зүй,Japanese semantics,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
f24c0e835cce344a9c8ba4c8f926180b,JAPN421,Япон хэлний найруулга зүй,Japanese stylistics,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
5db2ed0b85a235ec531f042e939b2f38,JAPN426,"Японы улс төр, гадаад харилцаа",Politics and international relations of Japan,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
8be3773c9891a24b804b007c6ccfe7db,KORE261,Анхан шатны солонгос хэл 1,Elementary Korean 1 ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
97d4d84826d8f8a9be5d1654df41dea9,KORE262,Анхан шатны солонгос хэл 2 ,Elementary Korean 2 ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
def0f1c91a4533cc9c0d5262ba754644,KORE264,Дунд шатны солонгос хэлний ханз 1,Intermediate Korean hanja I,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
8a397944cad4383c1eb2afc15cbbec9e,KORE363,Дунд шатны солонгос хэлний ханз 2,Intermediate Korean hanja 2,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
2d92499c5520dcade5254e16888eefb8,KORE361,Дунд шатны солонгос хэл 1,Intermediate Korean 1 ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
58d23e9e448e483a21ce54ba7bf08075,KORE369,Солонгос хэлний албан бичгийн орчуулга ,Translation of official documents in Korean,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Намрын улирал,2023,3
4595ea045073614962feb062e2396b9f,KORE362,Дунд шатны солонгос хэл 2,Inteermediate Korean 2,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
55d1cc840df0aaa9d74820a382761d6b,KORE368,Солонгос хэлний нийгэм улс төрийн орчуулга,Sociopolitical translation in Korean ,b43d3f04841fc58b6e155df37be8b3f0,Шинжлэх ухааны сургууль,14fa6c895fd46fa1ffa486d6c63ccd32,Ази судлалын тэнхим,Бакалавр,Хаврын улирал,2023,3
